PlayerID,TrialID,GameMode,IsHit,DisplayScore,TrueScore,TrueScoreMessagePopupTime,TrueScoreResponseTime,EstScore,EstScoreMessagePopupTime,EstScoreResponseTime,EstScoreConfidence,EstScoreConfidenceMessagePopupTime,EstScoreConfidenceResponseTime,TrueRule,TrueRuleMessagePopupTime,TrueRuleResponseTime,EstRule,EstRuleMessagePopupTime,EstRuleResponseTime,EstRuleConfidence,EstRuleConfidenceMessagePopupTime,EstRuleConfidenceResponseTime,MoleEndTime,MoleAppearTime,MoleDissapearTime,MoleCenter.x,MoleCenter.y,HitReactionTime,EstRuleAccuracy,PredictionError,DisplayScoreError,AbsPredictionError,AbsDisplayScoreError,LocX,LocY,Distance,Correct,scorePredictionRT,ruleEstimationRT
6,82,scoreEst,TRUE,73,73,NA,NA,79,07/09/2022 09:53:08.8298,07/09/2022 09:53:11.9220,3,07/09/2022 09:53:11.9220,07/09/2022 09:53:12.8534,skill,NA,NA,NA,NA,NA,NA,NA,NA,07/09/2022 09:53:13.1841,07/09/2022 09:53:08.1140,07/09/2022 09:53:12.9670,1180.5,420.2999877929688,714.8,FALSE,6,0,6,0,6.5,-7.299987792968807,9.774447389878038,FALSE,3092.2000000000003,NA
6,83,scoreEst,TRUE,61,61,NA,NA,46,07/09/2022 09:53:13.8167,07/09/2022 09:53:16.8757,3,07/09/2022 09:53:16.8757,07/09/2022 09:53:18.6539,skill,NA,NA,NA,NA,NA,NA,NA,NA,07/09/2022 09:53:18.9839,07/09/2022 09:53:13.2002,07/09/2022 09:53:18.7683,727,616.29998779296875,615.5,FALSE,-15,0,15,0,1,-14.29998779296875,14.334910215242203,FALSE,3059,NA
6,84,scoreEst,TRUE,80,80,NA,NA,60,07/09/2022 09:53:19.6163,07/09/2022 09:53:23.8237,2,07/09/2022 09:53:23.8237,07/09/2022 09:53:24.7543,skill,NA,NA,NA,NA,NA,NA,NA,NA,07/09/2022 09:53:25.0842,07/09/2022 09:53:19.0013,07/09/2022 09:53:24.8686,1011,669.300048828125,615,FALSE,-20,0,20,0,7,-2.300048828125,7.368190049921296,FALSE,4207.4000000000005,NA
6,85,scoreEst,TRUE,30,30,NA,NA,63,07/09/2022 09:53:25.6010,07/09/2022 09:53:30.2723,3,07/09/2022 09:53:30.2723,07/09/2022 09:53:31.4862,skill,NA,NA,NA,NA,NA,NA,NA,NA,07/09/2022 09:53:31.8155,07/09/2022 09:53:25.1015,07/09/2022 09:53:31.6002,922,492.3000183105469,499.5,FALSE,33,0,33,0,5,-25.300018310546875,25.789356845683592,FALSE,4671.3,NA
6,86,scoreEst,TRUE,29,29,NA,NA,74,07/09/2022 09:53:32.4484,07/09/2022 09:53:35.9073,3,07/09/2022 09:53:35.9073,07/09/2022 09:53:37.0711,skill,NA,NA,NA,NA,NA,NA,NA,NA,07/09/2022 09:53:37.4007,07/09/2022 09:53:31.8331,07/09/2022 09:53:37.1841,922,492.3000183105469,615.3,FALSE,45,0,45,0,9,-24.300018310546875,25.913141258691763,FALSE,3458.9,NA
6,87,scoreEst,TRUE,68,68,NA,NA,79,07/09/2022 09:53:38.0342,07/09/2022 09:53:42.1236,3,07/09/2022 09:53:42.1236,07/09/2022 09:53:43.1538,skill,NA,NA,NA,NA,NA,NA,NA,NA,07/09/2022 09:53:43.4833,07/09/2022 09:53:37.4179,07/09/2022 09:53:43.2676,1201.5,554.5999755859375,615.4,FALSE,11,0,11,0,-1.5,-11.5999755859375,11.696556484467813,FALSE,4089.400000000001,NA
6,88,scoreEst,TRUE,42,42,NA,NA,54,07/09/2022 09:53:44.0664,07/09/2022 09:53:47.4251,2,07/09/2022 09:53:47.4251,07/09/2022 09:53:49.8349,skill,NA,NA,NA,NA,NA,NA,NA,NA,07/09/2022 09:53:50.1656,07/09/2022 09:53:43.5013,07/09/2022 09:53:49.9502,1146.7000732421875,777.20001220703125,564.1,FALSE,12,0,12,0,12.2999267578125,-17.20001220703125,21.145416008430193,FALSE,3358.7000000000003,NA
6,89,scoreEst,TRUE,62,62,NA,NA,71,07/09/2022 09:53:50.8142,07/09/2022 09:53:53.9408,3,07/09/2022 09:53:53.9408,07/09/2022 09:53:56.0192,skill,NA,NA,NA,NA,NA,NA,NA,NA,07/09/2022 09:53:56.3489,07/09/2022 09:53:50.1820,07/09/2022 09:53:56.1324,727,616.29998779296875,632.2,FALSE,9,0,9,0,11,-8.29998779296875,13.780050702498531,FALSE,3126.6000000000004,NA
6,90,scoreEst,TRUE,15,15,NA,NA,21,07/09/2022 09:53:58.1279,07/09/2022 09:54:02.3679,3,07/09/2022 09:54:02.3679,07/09/2022 09:54:03.5485,skill,NA,NA,NA,NA,NA,NA,NA,NA,07/09/2022 09:54:03.8789,07/09/2022 09:53:57.4456,07/09/2022 09:54:03.6624,1146.7000732421875,777.20001220703125,682.3,FALSE,6,0,6,0,31.2999267578125,0.79998779296875,31.310148442850377,FALSE,4240,NA
6,91,scoreEst,TRUE,64,64,NA,NA,60,07/09/2022 09:54:04.5448,07/09/2022 09:54:07.1882,2,07/09/2022 09:54:07.1882,07/09/2022 09:54:07.8696,skill,NA,NA,NA,NA,NA,NA,NA,NA,07/09/2022 09:54:08.1994,07/09/2022 09:54:03.8955,07/09/2022 09:54:07.9833,660.2000732421875,422.6000061035156,649.3,FALSE,-4,0,4,0,11.7999267578125,-5.600006103515625,13.061329941822605,FALSE,2643.4,NA
